Credit_Score,Total_Assets,Total_Liabilities,Age,Net_Worth,Years_of_Investing,Number_of_Dependents,Risk_Tolerance_High,Income_Level_High,Time_Horizon_Short-term,Investment_Strategy
760,5227774.742277165,2116866.0245876764,50,3110908.7176894885,36,4,True,True,True,4
670,4943290.006404885,1774155.531375675,60,3169134.47502921,36,4,True,False,True,1
712,5017735.10668947,2194497.5149935675,62,2823237.5916959024,31,0,False,True,False,1
779,4948743.087819646,1966728.1366403275,53,2982014.9511793186,13,4,False,False,False,1
695,4907683.268845643,2105871.616684688,59,2801811.652160955,13,3,True,False,False,0
723,5135737.222080506,1992419.7347146366,57,3143317.48736587,0,0,True,False,True,0
723,4723477.018741821,2080166.123097565,45,2643310.895644256,15,2,False,True,False,1
720,4900756.626307568,1930046.4444546602,66,2970710.1818529074,35,1,False,True,True,2
660,4956569.6229301775,2238179.5169803114,28,2718390.105949866,25,4,False,False,True,1
767,4935111.529086775,2025043.8445728146,22,2910067.6845139605,22,0,True,False,True,6
821,4897844.12870044,2101502.3909111694,35,2796341.7377892705,28,3,False,True,False,4
687,4970856.344396881,1901693.9176739524,21,3069162.4267229284,2,3,False,True,False,1
675,5155997.656222519,1960200.6440825465,55,3195797.012139973,10,3,False,True,False,1
651,5114847.025884015,2106496.7077333364,48,3008350.318150678,34,4,False,False,False,1
648,5133792.587489366,2068997.605131127,41,3064794.9823582387,26,3,False,False,True,2
661,5128425.478493306,1762056.3893950647,47,3366369.089098241,25,3,False,False,False,1
834,5089648.731620358,2034661.7650621864,56,3054986.966558172,37,2,True,True,False,4
684,5131706.109056981,2002381.603912065,48,3129324.5051449165,39,3,False,False,False,1
690,5036770.061047018,1862050.0321624398,29,3174720.0288845776,23,2,True,False,False,1
665,4818291.220106239,2156389.6729710526,20,2661901.547135187,38,1,False,True,False,1
724,4813141.496928129,2096218.022362307,47,2716923.4745658226,2,0,True,False,True,1
641,5079352.134378182,2016477.8129880652,25,3062874.3213901166,33,3,False,False,True,2
745,5134651.822568417,2024180.1620322955,69,3110471.660536121,35,0,False,True,True,2
831,4786472.403201604,2056440.10991883,27,2730032.2932827743,15,0,False,False,True,1
706,4818265.657651069,1906645.8194374423,41,2911619.8382136263,13,4,False,False,False,1
747,4861469.531313494,2070847.0442602986,18,2790622.487053195,34,4,True,True,False,1
753,4914336.104526775,1949414.0092831964,66,2964922.095243579,35,2,False,False,False,0
738,4896103.118127123,2000007.7335363121,35,2896095.384590811,19,3,False,True,False,1
609,4874418.519180521,1955091.409746775,58,2919327.1094337464,24,0,False,False,True,2
596,5024449.439257068,1919691.7194746104,69,3104757.719782457,14,3,False,True,False,1
712,5105800.09170815,1901749.0355458935,39,3204051.0561622563,16,3,False,True,False,1
732,4986433.7492706515,1882894.118800854,48,3103539.630469797,5,3,False,False,False,1
771,4535231.749726052,1877183.7735571943,44,2658047.976168858,39,4,True,False,False,0
726,5100303.213620973,2009384.4021470777,33,3090918.811473895,6,2,False,False,True,1
724,4890000.819532508,1958948.9044469418,66,2931051.915085566,28,2,False,False,False,1
641,4908327.59691293,2056950.334322906,35,2851377.2625900237,5,4,False,False,False,3
760,5109562.318414915,2002339.8690647923,28,3107222.4493501233,4,2,False,False,False,1
731,4871175.613652799,2080746.8396010655,35,2790428.774051734,32,0,False,False,False,1
775,5132120.986748472,1690502.2530097316,21,3441618.73373874,36,0,False,False,True,2
826,4901252.400363374,2126682.874648599,57,2774569.5257147746,34,1,False,False,False,1
645,5111779.94962582,1992192.8475840022,27,3119587.1020418177,0,2,False,True,False,3
643,4960805.382236495,2084984.2652798449,47,2875821.11695665,9,1,False,True,False,1
721,4890462.043764978,2008385.1110184295,21,2882076.932746548,7,4,False,True,False,1
639,5065274.576300007,1930690.43054123,25,3134584.1457587774,29,3,False,True,False,1
777,5139447.999477152,1900836.9676110276,34,3238611.031866124,16,3,True,False,False,1
610,5100706.520012951,2126188.8899023337,52,2974517.6301106177,22,2,False,False,True,2
714,5057439.397928215,1953016.2212117207,22,3104423.176716494,33,2,False,False,False,1
610,5210962.49348886,2132190.17753633,44,3078772.31595253,19,3,False,False,False,1
666,4819791.502547234,1992503.3606161913,54,2827288.141931043,21,1,False,False,True,2
711,5021865.79782022,2067135.0300676797,24,2954730.7677525403,7,2,False,False,False,1
689,4860292.579278617,2119185.5514631635,50,2741107.0278154537,7,1,False,True,False,1
734,5392451.726186811,2060801.5922278266,35,3331650.133958984,15,2,False,False,False,1
724,5082098.488790311,1943066.708735645,55,3139031.780054666,32,2,True,False,True,1
721,5223402.470009927,2102745.432287794,45,3120657.0377221326,32,3,True,True,True,0
685,5215608.369539247,1926950.699771773,69,3288657.669767474,34,0,False,False,False,0
692,4889793.371749582,1954521.2212366539,32,2935272.150512928,33,0,True,False,False,1
740,4869740.378465214,2058886.9824434123,40,2810853.3960218015,34,1,False,True,False,5
640,5214675.521969782,1972606.3411140337,49,3242069.1808557482,26,0,False,False,True,2
787,5033429.92003632,2038381.8329066029,26,2995048.0871297168,39,0,True,True,False,4
817,5066969.637970269,2092709.9076554894,47,2974259.730314779,13,3,True,False,False,1
708,5173387.955844798,1941484.8020364,46,3231903.153808398,33,0,False,False,True,1
757,5006153.00075521,2036816.2068464435,49,2969336.793908767,28,0,True,False,False,6
662,4980701.515351515,2196201.990184002,52,2784499.525167513,22,3,False,False,False,1
757,5039711.66888513,2011183.3410842775,35,3028528.327800853,16,4,False,False,False,1
590,5104340.179440492,2110997.0019119387,46,2993343.177528553,2,3,False,False,True,1
749,5197680.788195784,1968095.7289234218,65,3229585.0592723624,36,4,False,False,True,1
739,5150627.575009191,1991124.663125881,34,3159502.9118833104,6,4,True,False,True,1
762,5315327.669855361,1930595.023300394,26,3384732.646554967,32,2,False,False,False,1
683,5157769.551680402,1862435.3680590326,62,3295334.1836213693,35,2,False,True,False,1
699,5216683.317804703,1749035.796532367,25,3467647.5212723357,14,3,False,True,False,1
706,4831574.284159427,2146426.579157701,30,2685147.7050017253,28,4,False,False,False,1
671,5233883.359233934,1905841.4852025877,50,3328041.8740313468,14,3,False,True,False,1
730,5180302.074411324,2114279.8027828946,38,3066022.2716284296,13,1,False,False,False,0
630,4999577.119061678,2018039.5571533237,61,2981537.561908354,4,2,False,False,False,1
682,5089615.1442149365,2083057.714428815,29,3006557.4297861215,36,3,False,False,False,1
671,4879277.14220853,2118931.6664427468,47,2760345.475765783,12,4,True,False,False,1
642,4861539.968847508,2144474.662703883,58,2717065.3061436247,14,4,True,False,False,0
740,5049781.151621148,2036809.0913381884,18,3012972.0602829596,15,1,False,True,True,1
680,4872320.819815854,1816069.642316267,38,3056251.1774995867,31,1,False,True,False,1
664,5009138.513751809,2087362.092234686,63,2921776.4215171225,19,1,False,False,True,2
618,5337986.0251358505,1963301.604722309,46,3374684.4204135416,14,2,False,False,False,1
634,5030427.44990044,2104682.069788448,31,2925745.380111992,26,3,False,False,True,2
740,5176616.723571213,1837361.8971371816,55,3339254.826434031,39,2,False,False,True,1
651,4917096.069577922,1855150.5840714423,65,3061945.4855064796,22,4,False,False,False,1
773,4705294.982994039,2120334.696696818,57,2584960.2862972207,38,2,True,False,False,0
674,4720854.078836562,1923460.3443849273,68,2797393.734451635,10,2,True,False,True,1
715,5154377.219692316,1936058.0005902636,22,3218319.219102052,17,2,True,False,True,0
642,5154062.565220994,2063906.7768577326,64,3090155.788363261,38,2,True,False,False,1
738,4972133.348172994,1971797.3812198245,30,3000335.9669531696,6,1,False,False,False,1
700,4878205.487699786,1833857.6816816078,55,3044347.8060181784,12,0,True,True,False,1
701,5155335.576468011,2127985.585411042,66,3027349.9910569694,35,2,True,False,False,5
729,5037108.232583771,1876808.6190515691,22,3160299.6135322023,32,0,False,True,True,2
696,5155674.157160856,1994082.2838729925,59,3161591.873287863,31,4,False,False,False,1
622,5076311.775047588,2007088.6682159617,54,3069223.1068316265,3,4,False,False,False,1
706,4856894.493112402,1998265.635622162,34,2858628.85749024,1,1,False,False,False,3
747,5124069.749808108,2085727.401633089,36,3038342.3481750195,24,0,False,False,False,1
731,4960024.74995467,1957556.867737002,55,3002467.882217668,24,1,False,True,True,2
685,4733435.920394437,2074683.9539457208,48,2658751.966448717,4,3,False,False,False,1
721,4897765.139845003,1919200.335597813,64,2978564.8042471902,10,2,False,True,True,2
672,5303491.846850257,2123214.211967447,53,3180277.6348828105,36,0,False,False,True,1
746,4816564.469826209,2191926.4187553325,66,2624638.051070877,36,1,False,False,False,1
759,5033620.478789151,1948703.029124891,18,3084917.44966426,17,0,False,False,False,1
764,4985325.642662655,1847084.9880419448,67,3138240.65462071,18,1,True,False,False,1
625,5182136.418422584,1992381.5416090898,27,3189754.8768134946,18,4,False,False,False,1
703,4944131.308054737,1908003.1002241673,68,3036128.2078305697,26,0,False,True,True,2
726,4945930.051098326,2109001.7865318586,51,2836928.2645664676,18,4,True,False,False,0
689,4938871.782248479,1927564.5845875554,66,3011307.197660924,20,0,False,False,False,1
628,4984909.2399541,2123505.9190401346,67,2861403.3209139653,1,4,False,True,False,1
709,5105439.437051591,2034539.7782002245,30,3070899.658851367,34,0,False,True,False,2
685,5147863.161062101,1859278.6158459818,24,3288584.545216119,24,1,True,True,False,0
694,4792166.188297918,2137949.2276482936,69,2654216.9606496245,8,4,False,True,False,1
722,4891469.700313961,2085719.3271536748,54,2805750.3731602863,2,4,True,False,False,2
692,5025580.090814035,2015317.4034840232,53,3010262.687330012,1,3,False,False,True,1
569,5034086.6531050885,2200731.11534017,56,2833355.5377649185,32,1,False,False,True,1
716,5236347.378220193,2046454.6431482555,54,3189892.7350719376,35,4,False,False,True,2
664,4847014.47853423,2076222.5499858696,48,2770791.9285483602,32,3,False,True,False,1
673,4779316.660229001,1888578.8183705683,68,2890737.8418584326,37,3,False,False,True,1
734,4970934.759308743,2122024.9710904267,37,2848909.7882183166,7,4,False,True,True,1
750,4781427.443544556,2057569.538644688,56,2723857.904899868,9,3,False,True,False,6
718,4939785.689320344,1993547.7140916367,62,2946237.975228707,8,0,False,False,True,1
697,5268707.458740406,1824746.9455231428,53,3443960.513217263,0,0,True,True,True,0
726,5221817.612583156,1994581.7571673256,32,3227235.8554158304,38,1,False,False,False,1
747,4872068.004834697,2082340.6177932124,47,2789727.387041484,14,2,False,True,False,1
684,5131045.302529371,1945342.567099666,69,3185702.735429705,13,1,True,True,False,1
728,4976546.916582951,2043233.8090612935,35,2933313.107521658,0,0,False,False,False,1
755,5025352.743414818,2212393.15798863,21,2812959.5854261885,36,1,False,True,False,4
692,5069879.0426943,1952651.137156382,47,3117227.905537918,16,3,False,False,True,2
638,5020566.09197419,2014316.62595463,45,3006249.4660195606,19,2,True,False,False,0
667,5031175.200119138,1926329.429411474,21,3104845.770707664,13,4,False,True,False,1
697,4932999.325505571,2157135.38993451,51,2775863.9355710614,23,1,True,False,True,0
819,4863288.781691708,2011198.5812103953,69,2852090.2004813123,24,0,True,False,False,1
681,4847508.384326507,1926132.8011702613,45,2921375.5831562458,8,0,False,True,False,1
657,4596375.692081327,1932958.0005092504,54,2663417.691572076,31,1,False,False,False,1
759,4769000.4074167935,1828179.947207328,39,2940820.4602094656,32,1,True,False,True,1
601,5216409.355377631,2089270.585746699,57,3127138.7696309322,36,0,False,False,False,1
688,5318595.934860412,2179162.4451571335,60,3139433.4897032785,15,0,True,False,False,1
684,4736774.850045929,2092431.137341429,28,2644343.7127044997,18,1,False,False,False,1
735,4927634.131578322,1915218.0648559,47,3012416.066722422,26,2,False,True,False,1
685,4921068.5840454465,2038048.0883523852,67,2883020.4956930615,31,3,False,True,True,1
645,4918582.483969813,2079414.755549892,47,2839167.7284199214,35,1,False,False,False,1
717,4895503.032033356,2015435.8698933895,42,2880067.162139966,17,4,False,False,True,2
653,5063066.1602016995,1982319.8756890902,68,3080746.2845126092,9,0,True,True,False,1
728,5063945.563460763,1921567.1520980385,34,3142378.4113627244,30,1,False,True,False,1
681,4931126.001033846,2072970.445726603,18,2858155.555307243,23,1,True,True,False,1
706,5039563.395878322,1910634.534663667,54,3128928.8612146555,9,1,True,False,False,1
634,4704229.542368389,1901782.0182613079,52,2802447.524107081,6,2,True,False,False,0
679,5246267.562450913,2062024.282452272,31,3184243.2799986405,17,1,False,False,True,2
657,4834220.790104313,1773525.476406145,19,3060695.313698168,2,4,False,False,False,1
698,4945413.594502973,1854107.445964945,20,3091306.1485380284,20,0,False,True,True,1
649,4857697.011929711,1950534.234141563,20,2907162.7777881483,9,0,False,True,True,1
707,5066485.788982754,2013428.9243562652,37,3053056.8646264886,31,0,False,True,False,1
636,5052225.688029618,1986748.0275589407,30,3065477.6604706775,28,4,True,True,False,1
723,5060905.625137281,1894816.8378029391,48,3166088.7873343416,6,3,False,False,True,1
684,4918641.100103074,2090026.6486945343,57,2828614.4514085394,14,3,False,True,False,1
695,4947086.247119282,2027734.478457383,39,2919351.7686618995,10,1,True,False,False,1
711,4936036.109731172,2000858.0532212073,31,2935178.056509965,11,1,False,True,True,1
697,4860366.50212544,1982144.789379111,67,2878221.712746329,8,2,False,False,True,2
752,5231600.0675400095,1979052.2706557715,44,3252547.796884238,34,1,True,False,True,1
634,5225994.115824075,2026181.9198596275,69,3199812.195964448,35,3,False,False,False,1
656,4981598.6408950025,2155913.730763405,30,2825684.9101315974,31,1,True,True,True,6
693,4950738.687415182,2031557.2344999088,67,2919181.4529152727,5,0,True,False,False,5
742,5021295.279811734,1807578.83398659,18,3213716.4458251446,21,2,False,False,False,1
741,4827053.7458081115,2074456.6344740791,19,2752597.1113340324,19,1,True,True,False,1
794,5041333.115904737,2095822.5365916495,54,2945510.5793130877,33,4,False,False,True,2
806,5105193.019884653,2028233.1908213787,28,3076959.829063275,16,4,False,True,True,2
683,5014049.813166094,1872269.4110718898,60,3141780.402094204,27,1,True,False,False,6
737,5134259.668430925,1978364.203083104,50,3155895.4653478214,23,1,True,True,True,1
692,4599493.455578854,2029541.3264628537,46,2569952.1291160006,3,0,False,True,False,1
662,5044892.79453177,2159933.071340066,20,2884959.723191704,39,2,True,False,False,0
722,5093821.571472925,2084673.8824803699,46,3009147.6889925553,35,2,True,False,False,0
702,5026808.903569612,2008265.0407622266,19,3018543.862807385,11,2,True,False,True,1
719,5140036.729648457,2050797.9132281784,31,3089238.8164202785,23,2,False,True,False,5
732,4919413.357101525,2009445.8735272328,37,2909967.4835742926,9,1,False,False,True,2
653,4852532.014589096,1899731.4221934185,65,2952800.592395678,38,0,False,False,False,1
586,5120354.515805635,1979123.974015145,35,3141230.5417904896,13,4,False,False,False,0
726,5138789.820574921,2142074.3411633046,54,2996715.479411616,34,2,False,False,False,1
631,5008873.242044338,2052455.641143676,25,2956417.600900662,5,4,False,True,False,1
735,5093392.491234097,1893808.0671672202,24,3199584.4240668765,33,3,False,False,False,1
744,5038808.768850098,1882870.0942864355,27,3155938.674563663,8,4,False,False,True,1
754,5125329.1090933615,1947390.280365304,33,3177938.8287280574,34,3,False,False,False,1
639,4890086.102733312,1859579.218411289,36,3030506.884322023,6,2,False,False,True,2
773,5101909.331705504,1942996.7765694442,47,3158912.55513606,9,0,False,False,False,1
763,4781570.04095339,1970506.1949951202,60,2811063.84595827,29,1,False,True,False,4
736,5111979.433155855,1927924.8195334456,36,3184054.6136224093,37,0,True,False,True,1
628,4894829.08786937,2037436.4377105017,20,2857392.6501588686,20,1,True,False,False,1
678,5231587.6891168505,1950944.950953892,47,3280642.7381629585,8,3,False,True,False,1
635,5177401.671375857,1955862.0155158076,35,3221539.655860049,34,4,True,False,True,1
798,5034625.065920364,2015268.8157578504,53,3019356.250162514,36,2,True,True,False,4
733,5052682.050705859,1848338.2704350294,37,3204343.78027083,8,4,False,True,False,1
622,5021471.7721636295,1968324.0755013681,34,3053147.696662261,35,4,False,False,True,1
722,5170086.298896403,1978647.1067846138,41,3191439.1921117892,13,2,False,True,False,1
658,4961158.536099951,1999527.195032908,30,2961631.3410670427,24,0,False,False,False,1
677,4967244.113779042,1966334.5727104587,53,3000909.5410685833,24,2,False,True,False,0
766,4976504.306290408,2054664.3558026156,63,2921839.950487792,22,2,False,False,True,2
685,4745827.793197776,2058679.4058313498,20,2687148.387366426,27,1,True,True,False,1
711,5050186.350333558,2135585.256050858,38,2914601.0942827,2,3,True,True,False,1
647,5253492.548029924,2198372.2716896045,21,3055120.2763403193,11,3,True,False,False,1
723,4995253.338366747,1895630.3658401673,35,3099622.9725265796,11,0,False,True,True,1
687,4822843.157063156,1899065.4067337997,62,2923777.7503293566,13,4,False,False,True,1
678,4944739.70744517,2085794.3845578618,56,2858945.322887308,35,4,False,False,False,1
643,5048118.226320662,1935685.012920027,60,3112433.213400635,10,3,True,True,False,0
744,5118809.89403551,1952301.6923149964,28,3166508.2017205134,18,2,False,True,False,1
624,5246330.073211226,1909504.4393468301,55,3336825.6338643953,22,4,True,True,False,1
651,5040750.710899988,2068316.837902852,60,2972433.872997136,21,3,True,True,False,0
821,4915945.461894914,1988725.6737633564,58,2927219.7881315574,16,0,True,False,False,0
713,4946003.640904678,2099880.029494783,65,2846123.611409895,20,3,False,True,False,1
741,5025168.056927036,2093471.5645385762,45,2931696.4923884594,38,0,False,False,True,1
716,5001172.971433939,2004030.2070722743,22,2997142.764361665,14,2,False,False,False,1
690,4925914.602221521,2004626.905676976,69,2921287.696544545,10,4,False,False,True,2
731,4736802.606011414,1798343.0586823584,40,2938459.5473290556,25,3,False,False,False,1
701,5153390.484238118,2016328.8512611862,55,3137061.6329769315,17,1,True,True,False,0
673,4996990.527712715,2125857.381689861,53,2871133.146022854,7,0,False,True,True,2
585,5082613.822784091,1794547.4571589446,48,3288066.365625147,2,3,False,True,False,1
746,5073729.104522552,2142331.2724611755,25,2931397.832061377,9,0,False,False,True,1
693,4721392.887807576,1780600.6591358418,42,2940792.228671734,15,1,False,True,False,1
662,5131105.78363673,1790291.381254052,42,3340814.4023826784,15,1,False,False,True,1
679,5006419.512342963,2169002.1515630945,65,2837417.360779869,35,2,False,False,True,2
753,4759019.109751388,2044762.0318117875,33,2714257.0779396007,7,1,False,False,False,1
720,5115826.998949446,2087137.4117493944,28,3028689.587200051,39,1,False,False,True,1
698,4831733.570618222,1982125.4027924198,37,2849608.1678258018,38,1,False,False,False,1
755,5090825.0092991395,1767430.8270690755,31,3323394.1822300637,18,3,False,True,False,4
650,4850400.375839912,2107530.90171739,57,2742869.4741225224,12,2,False,False,False,1
697,5101987.797090581,2046088.712316526,55,3055899.0847740546,3,1,True,True,False,1
758,5026109.38912195,1898932.99165659,57,3127176.3974653594,11,0,False,False,False,1
673,5004443.571105375,2295241.4993087016,36,2709202.0717966734,35,2,False,False,False,1
629,5078262.443021498,1929606.5506917832,25,3148655.8923297143,35,3,False,False,False,6
715,5028851.759877312,2015463.5573870947,42,3013388.202490217,19,3,False,False,False,1
758,4911807.669711171,2011619.9379079177,50,2900187.7318032533,11,1,False,False,True,2
689,5088920.425728788,2069715.370300512,62,3019205.055428276,29,4,False,False,True,1
720,4914337.922333142,1923754.8198864302,57,2990583.1024467116,24,4,False,False,False,1
738,4885991.744025802,1919607.7621954354,58,2966383.981830367,15,3,False,True,True,1
748,5179792.051621739,2152976.314146085,65,3026815.7374756536,29,3,False,True,False,1
732,5131400.10896428,1944109.7199923845,54,3187290.388971896,27,0,False,True,False,1
765,4721748.192006826,2087034.5481938617,60,2634713.6438129647,4,2,False,False,False,1
702,5108686.700201535,1993283.7744203995,34,3115402.9257811354,21,3,True,False,True,1
694,5010518.564538611,1951927.4964173115,44,3058591.0681212996,22,4,False,False,False,1
714,4841274.255121125,1978670.1922936393,58,2862604.0628274856,11,2,False,True,True,1
699,4984059.101269132,1881162.3044909905,34,3102896.796778142,35,3,False,False,False,4
583,4825510.259182003,1885291.2309154077,64,2940219.0282665957,27,0,False,False,False,1
665,5358324.192714116,1936173.2055885382,50,3422150.9871255774,23,1,True,False,False,4
694,5000019.401051147,2014517.1666107953,48,2985502.234440352,33,3,False,False,False,1
782,4618328.578778494,1887452.6753711533,38,2730875.903407341,34,4,True,False,False,1
642,5247844.058982144,1960266.0210091558,41,3287578.0379729886,36,3,False,True,True,1
676,4930583.631327151,1994701.3703212696,33,2935882.2610058817,10,2,False,True,True,1
700,5176224.777155762,2072566.9499465781,62,3103657.8272091835,23,4,False,True,True,2
763,4972665.909759477,1698277.6635178458,37,3274388.246241631,33,2,False,False,False,1
721,4889704.98800653,2204756.929715101,52,2684948.058291429,20,1,False,False,False,1
709,4850393.76349137,1975907.4095979468,45,2874486.353893423,2,1,True,True,True,0
721,4814666.971791992,1945015.4252895187,63,2869651.5465024733,29,4,False,True,False,1
722,4925902.478257378,2043867.6434583915,52,2882034.834798986,11,3,False,True,True,2
738,4850474.690236616,1905518.441661065,35,2944956.248575551,3,1,True,False,False,1
780,4734065.533094183,2212308.260052769,41,2521757.2730414136,27,2,False,False,False,1
751,4992681.362469443,2027687.4863097703,45,2964993.8761596726,20,4,True,False,True,0
687,4825458.01769774,2135721.9693061053,31,2689736.048391635,5,2,False,False,False,1
647,5108033.787688467,1952165.3218315027,66,3155868.465856964,20,4,True,True,False,0
619,5297388.650482145,1908201.0410927944,41,3389187.6093893507,34,4,False,False,False,1
709,4757663.620899257,1870541.331963784,48,2887122.288935473,24,0,False,False,True,2
651,5081814.673386767,1949759.7630715654,23,3132054.910315201,16,2,True,True,True,1
660,4887390.307914351,2030437.3161425036,57,2856952.9917718475,21,2,False,False,True,1
698,5099004.407542364,2145135.8803019035,51,2953868.5272404603,7,1,True,False,False,1
729,5010470.621581007,1956385.9659302707,67,3054084.655650736,2,1,True,True,False,0
634,4868426.095916103,2005065.46838821,52,2863360.6275278926,27,2,False,False,True,2
652,5069042.2611957425,2142603.6852249876,46,2926438.575970755,14,0,False,False,False,1
725,4915172.530922617,1987822.0699845762,19,2927350.4609380406,36,3,True,False,False,1
690,5012324.50144937,2087292.054139061,22,2925032.447310309,17,0,False,False,False,1
639,4757774.9987988155,2168808.481291499,39,2588966.5175073165,10,3,False,False,False,1
651,4957146.513750856,2091914.727113091,26,2865231.786637765,21,1,True,False,False,1
654,4864838.987306489,2008507.1176947865,68,2856331.869611702,38,2,True,False,True,1
745,4760560.527455012,1887768.196923221,51,2872792.3305317913,26,3,False,True,False,1
645,5009121.642597529,1959683.0148636012,53,3049438.627733928,14,0,False,False,False,1
698,5257230.691783938,1835713.9512972895,66,3421516.740486648,32,1,True,False,True,0
627,4970413.174539983,2068708.4758572706,53,2901704.6986827124,6,1,False,True,True,5
747,5114921.181788598,1793888.0074346676,43,3321033.1743539306,21,3,True,False,False,0
733,5266957.189834865,1935234.57913203,23,3331722.610702835,22,1,False,False,True,2
768,4894636.844611186,2003652.8593869377,19,2890983.985224248,0,2,True,False,False,1
648,5168801.64262597,2157581.240135919,53,3011220.402490051,29,4,False,True,False,1
659,5286137.938770431,1950791.2220388597,25,3335346.7167315716,36,0,False,False,True,2
647,5283667.760364945,1971975.4376826268,19,3311692.3226823183,39,1,False,True,False,1
715,5043937.562624542,1894178.5335581978,19,3149759.0290663443,26,2,False,True,True,1
675,4938553.287737248,1919943.7130108606,25,3018609.574726388,15,2,True,True,True,1
775,4989320.026900161,1828253.2349197243,43,3161066.791980437,23,3,False,False,False,1
632,4893127.509954367,1921122.5919416484,54,2972004.9180127187,2,3,False,False,False,1
682,5041347.550454461,2026571.634647093,31,3014775.9158073682,18,0,False,False,True,2
635,5132935.07439465,1923312.424910034,62,3209622.649484616,12,4,False,False,False,1
727,5239737.52432567,1830794.7674038345,68,3408942.7569218352,5,3,False,True,True,2
695,4871071.900184754,2102069.581112052,45,2769002.3190727024,14,0,False,True,False,1
572,4869674.375174641,2154172.7028022436,50,2715501.672372397,18,2,False,False,False,1
742,4903075.013000939,2010269.0889042772,61,2892805.9240966616,7,0,True,False,False,1
659,5119234.270606422,1974188.482904366,37,3145045.7877020556,3,3,False,False,False,1
718,5032881.833995888,1885746.4675632506,52,3147135.3664326374,13,4,False,False,True,2
750,4989038.846314877,1890950.883889866,63,3098087.962425011,4,1,False,True,False,1
740,5026834.41924928,2021349.740143739,54,3005484.6791055417,37,0,False,False,False,1
713,5014914.79408053,1953297.3556374705,34,3061617.43844306,36,2,True,False,True,1
659,5384693.90758603,2042041.755896795,66,3342652.1516892347,23,3,True,True,False,1
647,5324768.597913234,1882129.5994530981,60,3442638.9984601354,19,1,True,False,False,1
748,5101801.2417679345,1949609.7764231747,61,3152191.4653447596,4,1,False,True,True,1
652,5128619.8451048685,2065756.3810719003,21,3062863.4640329685,29,2,False,False,True,3
712,5018005.318846058,1982728.3633687268,26,3035276.9554773313,30,4,False,False,False,1
787,5409557.089365383,1807549.545435472,37,3602007.5439299108,3,0,False,True,False,4
756,4926802.556386087,2067922.0901527382,64,2858880.466233349,16,4,True,False,False,5
688,5130506.903482216,1981004.5290823982,18,3149502.3743998185,9,4,False,False,False,1
729,4811114.548480292,2097424.2094497643,38,2713690.3390305275,4,0,False,True,False,1
714,5089569.602528499,1923679.3741433842,50,3165890.228385115,39,4,True,True,False,1
653,5206411.526182244,2139310.3033254314,52,3067101.222856812,36,4,False,False,False,1
662,5219437.961557834,2008523.2447368428,61,3210914.7168209916,9,2,True,True,True,3
733,5221908.393509091,1854613.2411140697,23,3367295.152395021,39,3,False,True,False,3
643,4659706.813264498,2119822.9025186636,39,2539883.910745834,5,4,False,True,False,1
812,4950900.29731147,1919949.3633672402,42,3030950.93394423,19,2,True,False,True,4
715,5074599.9992729025,2072139.6498738094,20,3002460.349399093,27,1,False,True,False,1
705,4658275.847718366,1821869.7522159277,25,2836406.095502439,20,0,True,False,False,0
660,5166889.422275976,1904898.1384666367,62,3261991.2838093396,16,4,False,False,False,1
745,4947434.660738254,2062966.0596039088,29,2884468.601134345,13,1,True,False,True,1
685,5326325.315730343,1988394.6059377915,69,3337930.709792551,33,3,False,False,False,3
709,5185809.711843397,2052309.436746025,46,3133500.2750973715,8,0,True,False,False,6
695,4681049.715002504,1998561.6600158915,49,2682488.054986613,14,3,True,False,False,1
748,4740431.5256891465,2026832.5133533378,19,2713599.012335809,2,0,False,False,True,1
743,5091089.395256406,2179790.4424830033,34,2911298.9527734024,6,3,False,True,True,1
648,5130689.273911626,1991572.8374779914,68,3139116.4364336347,2,3,False,False,False,5
734,5023035.636474753,2057846.601432653,36,2965189.0350420997,16,0,False,False,True,4
725,4865396.501370596,1933211.937134963,32,2932184.564235633,26,4,False,False,False,1
687,5219139.583578253,2124523.915573656,39,3094615.668004597,37,4,False,False,False,1
642,5001778.26302246,2101474.545631986,65,2900303.717390474,24,4,False,True,True,2
622,5182799.166659414,2015390.6317824833,65,3167408.5348769305,8,3,False,False,False,1
673,4945215.750399466,1794370.7480269684,23,3150845.002372497,6,0,True,False,False,1
737,4985220.444216793,1953956.6185633475,51,3031263.825653446,6,3,True,True,False,1
726,4934409.169765273,2047547.9150843555,60,2886861.2546809176,13,4,False,False,False,1
814,4831302.291624489,1956177.8683773736,20,2875124.4232471157,25,1,True,False,False,1
731,4713853.435997528,2121320.851099673,45,2592532.584897855,27,4,False,True,True,1
709,5012330.861203182,2096340.421085294,58,2915990.440117887,20,4,True,True,False,0
658,5324814.3025957495,2279738.944387681,37,3045075.3582080686,33,4,False,False,True,1
648,4911998.456608215,1887707.6354241343,33,3024290.821184081,29,0,False,False,False,1
702,4610569.8347908165,2016546.5057156645,25,2594023.329075152,38,0,False,False,False,1
732,5111980.94844185,2170582.5257459115,62,2941398.4226959385,21,0,False,True,True,2
751,5160530.520540863,1985171.7475354883,47,3175358.7730053747,23,1,True,True,False,4
763,5051131.515368955,2000320.4242643032,53,3050811.091104652,20,4,False,False,False,1
683,5132658.4901060825,2104989.9638673905,51,3027668.526238692,31,0,True,False,False,1
